StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q110,att_1,att_2,comp_1,comp_2,auto_1,resp_software1_10,resp_human1_10,liable_firm1_1,liable_human1_1,liab_text1,comp_3,co_1,resp_software2_10,resp_human2_10,liab_firm2_1,liab_human2_1,liab_text2,comp_4,gender,gender_4_TEXT,ethnicity,ethnicity_6_TEXT,age,education,education_8_TEXT,license,ai_knowledge_1,PROLIFIC_PID
2023-08-13 17:18:20,2023-08-13 17:25:41,0,74.140.104.220,100,441,1,2023-08-13 17:25:42,R_3PMIEKE25tB6Vie,,,,,40.0732,-82.4017,anonymous,EN,1,5690a966a3b94e000d6c3c13,2,1,2,4,,,,,,,,4,64,67,57,70,"Ultimate, the driver is responsible,  even If they gave up total conrol to the system, bevause it was their decusion to do so. ",1,2,,3,,65,3,,2,51,5690a966a3b94e000d6c3c13
2023-08-13 17:23:46,2023-08-13 17:26:13,0,68.225.238.252,100,146,1,2023-08-13 17:26:13,R_2TyNazuUNnr8iUQ,,,,,33.7015,-117.7528,anonymous,EN,1,60749006a2c37cf53763a864,2,1,2,4,4,10,100,10,100,The human is the intelligent being who decided to drive.,2,,,,,,,,1,,2,,37,5,,1,54,60749006a2c37cf53763a864
2023-08-13 17:20:39,2023-08-13 17:26:39,0,74.75.103.168,100,359,1,2023-08-13 17:26:40,R_yjtSldarsOrlcVX,,,,,44.3233,-69.7687,anonymous,EN,1,63d7b1880988c6e066bb1dc0,2,2,2,4,6,70,80,90,10,"If you are putting out technology that is automatically piloting the vehicle, you better make sure it will work. Such a complex thing to automate, and the risk to others on the road, the system must basically be flawless. The only reason I put partial blame on the driver, is that this technology is somewhat new overall, and the driver should still be ready to take over at any moment.",2,,,,,,,,1,,2,,38,1,,1,75,63d7b1880988c6e066bb1dc0
2023-08-13 17:24:52,2023-08-13 17:27:27,0,72.220.189.159,100,154,1,2023-08-13 17:27:27,R_1KkxGly39wRnmm2,,,,,32.7203,-117.1552,anonymous,EN,1,632be0bcdec1f14421c64dc2,2,2,2,4,,,,,,,,4,16,100,20,100,"The human is more liable because he is in full control of the car. The CoPilot should have noticed the stop sign, but the human is at fault.",1,1,,3,,34,4,,1,12,632be0bcdec1f14421c64dc2
2023-08-13 17:19:53,2023-08-13 17:27:54,0,72.80.155.18,100,481,1,2023-08-13 17:27:55,R_3QQzUQr5WxwNHSU,,,,,40.6877,-73.9267,anonymous,EN,1,5c2a9b55867f660001af0515,2,2,2,4,5,50,25,75,25,"The company behind Aeon's more liable. Before releasing such a product to the public, it was their responsibility to ensure that it was up to the task of real-world situations. Even if the driver failed to notice the incoming car, Aeon was supposed to.",2,,,,,,,,1,,5,,34,3,,2,100,5c2a9b55867f660001af0515
2023-08-13 17:24:08,2023-08-13 17:28:09,0,72.206.108.25,100,240,1,2023-08-13 17:28:10,R_1dzSHBPd0x0SK2h,,,,,41.2612,-95.9354,anonymous,EN,1,5ca62f5c6c03070001147eec,2,2,2,4,,,,,,,,4,0,100,50,50,"I am going 50% for each because I do not know how Aeon is advertising their vehicle.  If they state that the driver can be distracted, then they are partly reliable.",2,2,,3,,48,5,,1,67,5ca62f5c6c03070001147eec
2023-08-13 17:26:20,2023-08-13 17:28:33,0,24.45.234.108,100,133,1,2023-08-13 17:28:34,R_3P7deFvYJn6R5PB,,,,,41.0641,-73.548,anonymous,EN,1,605ff0746397c26c436b88af,2,2,2,4,,,,,,,,4,50,60,50,90,"Human driver is responsible for sure, I don't know about AEON and its promises ",1,2,,2,,33,4,,1,50,605ff0746397c26c436b88af
2023-08-13 17:24:56,2023-08-13 17:28:36,0,134.56.85.33,100,220,1,2023-08-13 17:28:37,R_2bJXni2fpZeWnrx,,,,,35.6524,-80.4915,anonymous,EN,1,55595b70fdf99b387ae30d2b,2,2,2,4,4,9,100,19,100,I think autopilots can make mistakes just as much as humans and the human driver should make sure the autopilot is working as intended.,2,,,,,,,,2,,3,,37,3,,1,0,55595b70fdf99b387ae30d2b
2023-08-13 17:24:16,2023-08-13 17:28:40,0,75.118.227.233,100,264,1,2023-08-13 17:28:41,R_OseRL11Puv0MkmZ,,,,,41.2463,-81.831,anonymous,EN,1,6040558e6700552508a8f9b5,2,2,2,4,3,35,64,55,61,"The human driver is, barring any technical issues, always responsible for the operation of the vehicle. His temporary lack of attention caused him to fail to account for the software's shortcomings. ",2,,,,,,,,1,,3,,37,2,,1,72,6040558e6700552508a8f9b5
2023-08-13 17:25:54,2023-08-13 17:28:43,0,71.87.41.42,100,168,1,2023-08-13 17:28:44,R_23VI9ibvYnKN9JR,,,,,43.7746,-88.4376,anonymous,EN,1,5e6560b5b402952e900827c5,2,2,2,4,,,,,,,,5,90,100,91,100,human is more at risk because they were not paying attention,1,1,,3,,49,4,,1,11,5e6560b5b402952e900827c5
2023-08-13 17:26:00,2023-08-13 17:28:52,0,76.235.212.84,100,172,1,2023-08-13 17:28:52,R_3RjrQ6BFb4xeODx,,,,,26.3165,-80.2748,anonymous,EN,1,63653f3c9312ee57242d05a8,2,2,2,4,6,74,100,62,100,"Ultimately the human needs to be the one responsible as they are the person in the car. ",2,,,,,,,,2,,3,,40,5,,1,10,63653f3c9312ee57242d05a8
2023-08-13 17:26:43,2023-08-13 17:29:00,0,138.84.181.108,100,137,1,2023-08-13 17:29:01,R_2sXEoOLaO2xyoky,,,,,28.0143,-82.7446,anonymous,EN,1,6100000ff91c50669c1a1361,2,2,2,4,4,20,69,27,77,"No matter the situation, it is never a good idea to text and drive despite the added features to the car",3,,,,,,,,2,,3,,24,4,,1,32,6100000ff91c50669c1a1361
2023-08-13 17:25:20,2023-08-13 17:29:10,0,73.76.129.170,100,229,1,2023-08-13 17:29:10,R_4HknX62WNIV0jRf,,,,,29.7056,-95.402,anonymous,EN,1,60fd02b7f22f9dd32bff5f82,2,2,2,4,,,,,,,,5,52,51,51,51,I can't really tell but I think the company should be more liable just as a gut feeling.,2,2,,2,,22,4,,1,12,60fd02b7f22f9dd32bff5f82
2023-08-13 17:19:13,2023-08-13 17:29:11,0,104.58.72.135,100,597,1,2023-08-13 17:29:11,R_2XbtkfR1lARDKkK,,,,,30.2282,-93.1919,anonymous,EN,1,63d40481d12fc9cc4c1adab0,2,1,2,4,4,39,64,66,66,I think its ultimately hard to say because at the end of the day the human chose to get the aeon vehicle,3,,,,,,,,1,,3,,27,7,,1,92,63d40481d12fc9cc4c1adab0
2023-08-13 17:26:13,2023-08-13 17:29:15,0,73.84.80.108,100,181,1,2023-08-13 17:29:15,R_2aG0wNjqd0LqZwI,,,,,27.1415,-80.2018,anonymous,EN,1,610850cc1a1a5d41d832e7c1,2,2,2,4,,,,,,,,5,40,75,40,90,"I think the driver is more responsible, because unless the car is fully controlled by the Copilot, the driver should have been paying attention to the road as well.",2,2,,3,,21,3,,1,40,610850cc1a1a5d41d832e7c1
2023-08-13 17:27:00,2023-08-13 17:29:17,0,24.0.104.66,100,137,1,2023-08-13 17:29:17,R_2UhYqacJtAcUURV,,,,,39.9242,-75.0193,anonymous,EN,1,56157e827ffc8a0005812ae9,2,2,2,4,,,,,,,,4,20,80,30,80,"Even though the car is driven by AI, it's still ultimately the human's responsiblility to monitor what is going on and override the AI if need be.",1,1,,3,,42,4,,1,30,56157e827ffc8a0005812ae9
2023-08-13 17:25:40,2023-08-13 17:29:18,0,74.219.70.179,100,217,1,2023-08-13 17:29:19,R_2YSyDhfdLNQ4Y7j,,,,,39.8655,-86.122,anonymous,EN,1,60fee6ac4251e521b4546f1d,2,2,2,4,4,20,90,20,85,"The human driver has a responsibility to pay attention to the road at all times even if a machine was driving it. ",3,,,,,,,,2,,3,,23,4,,1,10,60fee6ac4251e521b4546f1d
2023-08-13 17:24:37,2023-08-13 17:29:57,0,68.204.234.1,100,320,1,2023-08-13 17:29:57,R_9Gr3arbdsr3mbQt,,,,,28.5344,-81.3783,anonymous,EN,1,631780ffdc06e4d6d4a8aa2d,2,2,2,4,,,,,,,,3,71,63,68,50,I believe the company and the human was at fault. They both should've been paying attention. I wouldn't put my full trust in a machine.,2,2,,1,,35,3,,1,33,631780ffdc06e4d6d4a8aa2d
2023-08-13 17:26:20,2023-08-13 17:30:02,0,24.159.147.207,100,221,1,2023-08-13 17:30:02,R_2sbiACJuyIMGvON,,,,,36.224,-83.3179,anonymous,EN,1,6362406ab7caf5fc96bb61c8,2,2,2,4,4,70,70,70,70,"I think both parties are equally responsible because both were equally negligent. Neither the person in the car, nor the autopilot noticed the stop sign. Thus the share the blame equally. ",2,,,,,,,,1,,3,,22,1,,1,30,6362406ab7caf5fc96bb61c8
2023-08-13 17:25:43,2023-08-13 17:30:07,0,76.23.210.235,100,263,1,2023-08-13 17:30:07,R_aeZ1J1B4KsSH5qp,,,,,43.2188,-71.5294,anonymous,EN,1,6316b12e5c1b744ade5703e1,2,2,2,4,,,,,,,,5,90,20,80,20,"Because under normal human driving circumstances you would never check a text message because it would be unsafe, but in a car such as this driven by a computer system, you would expect to be able to do things like that even if briefly, so given that expectation, the AI failed",1,4,Genderfluid,3,,36,8,"11th grade ",1,55,6316b12e5c1b744ade5703e1
2023-08-13 17:26:46,2023-08-13 17:30:07,0,75.30.237.39,100,200,1,2023-08-13 17:30:08,R_3fJJ2cZkD1fGBV1,,,,,41.6325,-81.4034,anonymous,EN,1,5cdccb3a4d7e8a00163b8350,2,2,2,4,5,75,75,75,65,"I really don't have enough information to answer this question. It depends on how the autopilot is supposed to work and what level of oversight it is supposed to require. ",2,,,,,,,,2,,3,,28,4,,1,30,5cdccb3a4d7e8a00163b8350
2023-08-13 17:24:45,2023-08-13 17:30:16,0,47.133.66.24,100,330,1,2023-08-13 17:30:16,R_1gSZZqBmPd7Y7fZ,,,,,35.7532,-81.3264,anonymous,EN,1,5bc8897f462bdb0001a61426,2,2,2,4,5,70,50,10,95,"leaning more towards the human because they should have been paying more attention but it could be argued that aeon, through advertisement or other indirect and informal messaging targeted at possible consumers, is responsible because their car underperformed",2,,,,,,,,1,,3,,41,3,,1,15,5bc8897f462bdb0001a61426
2023-08-13 17:25:52,2023-08-13 17:30:23,0,47.188.209.235,100,271,1,2023-08-13 17:30:24,R_1pPuttPMoy7IWoi,,,,,33.0391,-97.0764,anonymous,EN,1,5f171b6978c6ae032e458f06,2,1,2,2,,,,,,,,4,60,80,100,82,"I think the company is most liable because the incident happened during working hours. ",2,2,,3,,39,4,,1,55,5f171b6978c6ae032e458f06
2023-08-13 17:25:57,2023-08-13 17:30:30,0,166.198.161.26,100,272,1,2023-08-13 17:30:30,R_2zuO5XmY6F6PbjV,,,,,29.4221,-98.4926,anonymous,EN,1,63d8766016c0bfcd19d3c732,2,2,2,4,6,60,40,41,70,"I think the human is a little more liable for the accident because they are the operator of the vehicle. ",3,,,,,,,,1,,3,,35,3,,1,20,63d8766016c0bfcd19d3c732
2023-08-13 17:26:37,2023-08-13 17:30:29,0,76.124.129.101,100,232,1,2023-08-13 17:30:30,R_3Jw5IvvLI6A4gBG,,,,,40.2363,-75.296,anonymous,EN,1,559bd307fdf99b7d0e839549,2,2,2,4,,,,,,,,4,51,81,51,92,The human driver is liable for the accident because you should still pay attention to the situation to correct any mistatkes.,1,2,,3,,41,1,,2,30,559bd307fdf99b7d0e839549
2023-08-13 17:26:18,2023-08-13 17:30:35,0,24.7.182.163,100,256,1,2023-08-13 17:30:36,R_3EQlaqMe7Pl34d6,,,,,36.8243,-119.7662,anonymous,EN,1,63daed36814c21c85fd0e937,2,2,2,4,4,30,70,35,85,"The human driver is more liable for the accident because they know when they purchased an autonomous vehicle that they are not perfect and require the driver to remain alert and ready to intervene when necessary. ",2,,,,,,,,2,,3,,25,2,,1,65,63daed36814c21c85fd0e937
2023-08-13 17:20:57,2023-08-13 17:30:42,0,76.21.120.127,100,585,1,2023-08-13 17:30:42,R_3ilfJwStSRLtoSO,,,,,37.4371,-121.8954,anonymous,EN,1,5f710cf8423f15749e53499b,2,2,2,4,6,72,67,70,66,"I think the company and the driver are both liable. It was unclear from the information given whether Aeon Autopilot is meant to be partially or fully autonomous. If it is only partially autonomous, then the driver should still monitor everything even though they are not actively driving the vehicle. ",2,,,,,,,,2,,2,,31,5,,1,60,5f710cf8423f15749e53499b
2023-08-13 17:24:44,2023-08-13 17:30:42,0,174.197.138.34,100,357,1,2023-08-13 17:30:42,R_1meLk6Jy94mQJEp,,,,,40.6446,-73.9743,anonymous,EN,1,61082842f8f259196a8c0b7d,2,2,2,4,,,,,,,,4,89,78,72,79,"I think the human is liable because they are in the car and we’re not completely paying attention. The company is also liable because their machine did not the detect the stop sign and it’s negligence hurt another person. ",1,2,,3,,23,4,,1,32,61082842f8f259196a8c0b7d
2023-08-13 17:24:57,2023-08-13 17:30:47,0,70.121.202.235,100,350,1,2023-08-13 17:30:47,R_3D61EW5guk3vVzB,,,,,29.4411,-98.4936,anonymous,EN,1,60b1e0b0d3329704f19e6590,2,2,2,4,5,100,100,90,90,"I think they are both completely responsible if that makes sense. The person should be watching in case the system does not respond, and any automated driving system should be fool proof.",2,,,,,,,,2,,3,,28,2,,1,61,60b1e0b0d3329704f19e6590
2023-08-13 17:24:24,2023-08-13 17:30:51,0,75.140.170.255,100,387,1,2023-08-13 17:30:51,R_2wayiSBZLl8IAwe,,,,,35.0535,-82.0582,anonymous,EN,1,60843804f390b5d6267ab3e5,2,2,2,4,,,,,,,,4,30,70,30,70,The human driver is more liable because he should not have checked his phone in the first place.,2,1,,2,,45,4,,1,60,60843804f390b5d6267ab3e5
2023-08-13 17:27:59,2023-08-13 17:30:54,0,172.59.194.148,100,175,1,2023-08-13 17:30:54,R_sR0DtWgfsGieDJf,,,,,32.7797,-96.8022,anonymous,EN,1,631cac092b46f1e98ca321c3,2,2,2,4,5,60,65,70,80,I think the human driver is more liable because you should always pay attention on the road whether the car has autopilot or not. If he wasn't looking at his phone he could've stopped in time and prevented the wreck from happening.,2,,,,,,,,1,,3,,19,1,,1,65,631cac092b46f1e98ca321c3
2023-08-13 17:28:18,2023-08-13 17:30:56,0,38.50.209.173,100,158,1,2023-08-13 17:30:57,R_vUCaezIYmmpiEtr,,,,,35.2294,-101.8106,anonymous,EN,1,60fcc085e84772374cdbb26d,2,2,2,4,5,54,54,54,57,i think they are both responsible,2,,,,,,,,2,,3,,31,5,,1,58,60fcc085e84772374cdbb26d
2023-08-13 17:28:31,2023-08-13 17:30:56,0,24.136.6.237,100,145,1,2023-08-13 17:30:57,R_DtJK99Kw5wgfFtf,,,,,41.8482,-87.6521,anonymous,EN,1,59ee22ec5de9b000017ed797,2,2,1,4,,,,,,,,4,0,80,9,100,"The human driver is liable as their negligence on the road led to this. The company did not create this to allow human drivers to be negligent on the road. ",2,1,,1,,27,1,,1,33,59ee22ec5de9b000017ed797
2023-08-13 17:28:12,2023-08-13 17:31:15,0,71.229.207.47,100,182,1,2023-08-13 17:31:15,R_2aFQbPkgb3usjsd,,,,,40.05,-105.217,anonymous,EN,1,5dcedcd8390fb6021130643a,2,1,2,4,,,,,,,,4,10,80,55,81,"The human driver is still responsible for operating a motor vehicle. Unless Aeon provides a product that is Level 6, and assumed full responsibility for that on the front end, I'd think the driver would be responsible. ",1,1,,3,,26,5,,1,60,5dcedcd8390fb6021130643a
2023-08-13 17:27:44,2023-08-13 17:31:29,0,73.53.89.173,100,225,1,2023-08-13 17:31:30,R_2xMprqZTKe875zO,,,,,47.6722,-122.1257,anonymous,EN,1,61686f8376bd6ff59ea15479,2,2,2,4,5,68,82,54,82,The human is more liable since they are also there and responsible if the auto pilot fails.,3,,,,,,,,1,,2,,39,4,,1,25,61686f8376bd6ff59ea15479
2023-08-13 17:27:52,2023-08-13 17:31:30,0,24.254.234.100,100,218,1,2023-08-13 17:31:31,R_3FUQJpx3lduCOTZ,,,,,37.3197,-76.7625,anonymous,EN,1,60fc1e885e3de4c7e85f978c,2,2,2,4,,,,,,,,3,58,65,89,51,If the company claims their Copilot will be able to help drive then they are liable when it does not,1,2,,3,,21,3,,1,40,60fc1e885e3de4c7e85f978c
2023-08-13 17:24:37,2023-08-13 17:31:36,0,75.187.248.45,100,418,1,2023-08-13 17:31:37,R_REUzoGB26QBT83f,,,,,41.2395,-82.5975,anonymous,EN,1,60fdbd971aab70ac228ed016,2,2,2,3,6,85,86,84,87," I think they both are liable for the accident",2,,,,,,,,2,,5,,44,2,,2,38,60fdbd971aab70ac228ed016
2023-08-13 17:28:35,2023-08-13 17:31:40,0,166.153.12.138,100,184,1,2023-08-13 17:31:41,R_9L8VtXSae3R338J,,,,,45.2919,-93.8049,anonymous,EN,1,6314453e0a22cc4e1e66ca08,2,2,2,4,5,80,81,50,100,"I would need more information to decided Aeon's level of responsibility.  I think the human is ultimately responsible for not paying attention to the road.  ",2,,,,,,,,1,,3,,37,4,,1,50,6314453e0a22cc4e1e66ca08
2023-08-13 17:28:31,2023-08-13 17:31:59,0,72.130.22.224,100,208,1,2023-08-13 17:32:00,R_3JFexs4oF7y0R1h,,,,,20.8427,-156.333,anonymous,EN,1,64135a1754a2b94d653f9c79,2,2,2,4,,,,,,,,5,0,100,0,100,"The human driver was more liable for the accident because they were looking at their phone while driving. The human driver should have been paying attention while in the vehicle, self-driven vehicle or not.",1,1,,2,,35,3,,1,1,64135a1754a2b94d653f9c79
2023-08-13 17:26:07,2023-08-13 17:32:02,0,72.199.35.167,100,354,1,2023-08-13 17:32:02,R_VI0Lfp7QB5NYQg1,,,,,33.2109,-117.2232,anonymous,EN,1,60bc04f9289aaf8721d1af04,2,2,2,4,,,,,,,,3,55,75,55,75,"I think both are liable, but most of the fault goes to the human driver since their eyes should be on the road and not on his phone.",1,1,,4,,26,4,,1,60,60bc04f9289aaf8721d1af04
2023-08-13 17:28:38,2023-08-13 17:32:40,0,23.93.204.79,100,241,1,2023-08-13 17:32:40,R_12xqOIRHK5MRBiQ,,,,,37.7906,-122.2412,anonymous,EN,1,64135a3086b95483086f7d9b,2,2,1,4,4,100,0,100,0,"Even though it is irresponsible to check your phone while driving, the circumstances (autopilot being on) mitigated the irresponibleness of that action. The Autopilot should have noticed the stop sign for it to be road legal.",2,,,,,,,,1,,3,,26,4,,1,30,64135a3086b95483086f7d9b
2023-08-13 17:29:13,2023-08-13 17:32:43,0,75.190.200.162,100,210,1,2023-08-13 17:32:43,R_3kFEWNlW54a4z7Z,,,,,35.401,-80.8688,anonymous,EN,1,60b7bbce6c040ade5e973ed4,2,2,2,4,6,2,95,3,100,The human driver is ultimately the one responsible. They have obtained a license and vehicle and are responsible for accidents.,2,,,,,,,,2,,3,,34,5,,1,17,60b7bbce6c040ade5e973ed4
2023-08-13 17:29:02,2023-08-13 17:32:46,0,67.164.210.120,100,224,1,2023-08-13 17:32:46,R_1Ljo4418mt2xFGk,,,,,38.7609,-121.2867,anonymous,EN,1,5f974c72a0ed8c0f9ce724ea,2,2,2,4,,,,,,,,2,20,90,10,100,If the human was paying attention they could have overcome the company's error. The human ultimately had complete control of their actions.,2,1,,5,,32,4,,1,0,5f974c72a0ed8c0f9ce724ea
2023-08-13 17:29:33,2023-08-13 17:32:50,0,47.146.70.143,100,197,1,2023-08-13 17:32:51,R_22Ds9XcxFJIOV5f,,,,,34.4216,-119.7068,anonymous,EN,1,634f87d42fa897f3a8e3acad,2,2,2,4,,,,,,,,4,100,100,100,100,They're all equally liable.,1,2,,4,,42,6,,1,51,634f87d42fa897f3a8e3acad
2023-08-13 17:29:17,2023-08-13 17:33:27,0,107.3.35.5,100,249,1,2023-08-13 17:33:27,R_2nuaB0qRrrXrzSF,,,,,40.4,-75.9077,anonymous,EN,1,6310b35d758f80e9cf3f4e41,2,2,2,4,5,77,100,74,100,"The human driver is more liable in my opinion because they should be in control or able to take control of the vehicle at all times. ",2,,,,,,,,2,,3,,20,1,,2,47,6310b35d758f80e9cf3f4e41
2023-08-13 17:29:23,2023-08-13 17:33:27,0,173.92.188.46,100,244,1,2023-08-13 17:33:28,R_poN4jNkQB8PJIw9,,,,,35.8015,-80.8967,anonymous,EN,1,62897ffcb90faeb89276ae27,2,2,2,4,,,,,,,,5,80,20,80,35,"If he was using the co-pilot system, then it should have been driving for him and him checking his phone should not make him liable for the accident.",1,1,,3,,20,3,,2,40,62897ffcb90faeb89276ae27
