StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,ic,prolific_id,att_1,att_2,automation_1,software_resp_1,software_liable_1,human_resp_1,human_liable_1,comp_1,comp_2,gender,gender_4_TEXT,ethnicity,ethnicity_6_TEXT,age,education,education_8_TEXT,ai_knowledge_1,workerID,hitID,assignmentId,Tax Auto-Prepare-Tax Co-Prepare
2024-08-28 08:28:29,2024-08-28 08:37:26,0,71.181.22.40,100,537,1,2024-08-28 08:37:26,R_1CEwJqm7ZbwRmvx,,,,,44.6925,-73.0271,anonymous,EN,1,5e76c87c0fd39b22d52eba04,2,5,96,0,0,100,100,2,4,2,,3,,69,4,,58,,,,Tax Auto-Prepare
2024-08-28 08:35:00,2024-08-28 08:37:36,0,69.92.161.235,100,155,1,2024-08-28 08:37:36,R_5sZtVJRqenG5oe9,,,,,43.6176,-116.7529,anonymous,EN,1,610790e286844c36e02f906c,2,5,85,100,100,6,11,2,4,2,,3,,30,3,,65,,,,Tax Co-Prepare
2024-08-28 08:35:59,2024-08-28 08:37:50,0,47.5.195.129,100,111,1,2024-08-28 08:37:51,R_1ekLARXyoTwSZjW,,,,,43.8013,-91.2134,anonymous,EN,1,62cef3a68ad303ac017d56a7,2,5,90,80,80,84,100,2,4,1,,3,,40,4,,40,,,,Tax Auto-Prepare
2024-08-28 08:34:15,2024-08-28 08:37:52,0,66.26.156.76,100,217,1,2024-08-28 08:37:53,R_6LFkTeZZV84YINe,,,,,35.8655,-80.8934,anonymous,EN,1,6130c9c7f70b6f67907d58d5,2,5,90,53,40,70,65,2,4,2,,3,,38,4,,65,,,,Tax Auto-Prepare
2024-08-28 08:35:34,2024-08-28 08:37:56,0,73.155.184.86,100,142,1,2024-08-28 08:37:57,R_3yH5dfcuzu2K9Ed,,,,,30.1294,-95.4238,anonymous,EN,1,6673384ec0bef93b5773e890,2,5,91,100,100,10,9,2,4,1,,3,,53,4,,55,,,,Tax Auto-Prepare
2024-08-28 08:19:36,2024-08-28 08:37:57,0,98.16.216.38,100,1100,1,2024-08-28 08:37:57,R_51h4axMNLItC91P,,,,,31.1823,-83.7641,anonymous,EN,1,656373479216e3f40fcd177d,2,5,73,81,88,19,12,2,4,2,,1,,45,2,,27,,,,Tax Auto-Prepare
2024-08-28 08:34:29,2024-08-28 08:38:03,0,172.56.94.162,100,213,1,2024-08-28 08:38:03,R_1L1D0aQoraf3Ggl,,,,,30.3643,-97.6864,anonymous,EN,1,668c3efacb7c89ec72504e88,2,5,70,62,61,30,32,2,4,1,,3,,36,1,,61,,,,Tax Auto-Prepare
2024-08-28 08:36:36,2024-08-28 08:38:04,0,134.215.18.187,100,88,1,2024-08-28 08:38:05,R_3icMfD4Ij4ZaSRz,,,,,36.1868,-86.5067,anonymous,EN,1,61391e597dbe122a2dffb914,2,5,75,80,28,65,100,2,4,2,,3,,23,4,,76,,,,Tax Auto-Prepare
2024-08-28 08:36:49,2024-08-28 08:38:06,0,71.82.180.87,100,76,1,2024-08-28 08:38:06,R_5qxtwFxeXT4gu5Q,,,,,42.291,-85.6341,anonymous,EN,1,666f22eec99c2f9c3a47b74d,2,3,,,,,,,,,,,,,,,,,,,Tax Co-Prepare
2024-08-28 08:33:38,2024-08-28 08:38:10,0,104.136.6.184,100,271,1,2024-08-28 08:38:10,R_3RmCaMoLVbDHql8,,,,,28.1885,-81.2695,anonymous,EN,1,6544fdb28db9bb3b00c3e6b7,2,5,73,37,32,71,70,2,4,1,,4,,35,4,,54,,,,Tax Co-Prepare
2024-08-28 08:36:04,2024-08-28 08:38:10,0,76.147.45.252,100,126,1,2024-08-28 08:38:11,R_1urH74nXsVwkcyR,,,,,47.8534,-122.2438,anonymous,EN,1,5c2d426389f035000175d171,2,5,92,74,78,62,63,2,4,1,,4,,56,5,,69,,,,Tax Co-Prepare
2024-08-28 08:35:18,2024-08-28 08:38:14,0,204.242.1.180,100,175,1,2024-08-28 08:38:15,R_7xK7vQsSxrDEZei,,,,,39.0469,-77.4903,anonymous,EN,1,65fdaff4d0d84f9e0177525d,2,5,82,51,46,64,56,2,4,1,,1,,27,4,,52,,,,Tax Auto-Prepare
2024-08-28 08:35:38,2024-08-28 08:38:16,0,141.126.9.70,100,158,1,2024-08-28 08:38:17,R_1EGX5AfHkUpkwOz,,,,,36.224,-83.3179,anonymous,EN,1,6442aa536686ceeeaf795ffb,2,5,50,80,81,20,20,2,4,1,,4,,23,1,,55,,,,Tax Auto-Prepare
2024-08-28 08:37:04,2024-08-28 08:38:26,0,75.214.141.78,100,81,1,2024-08-28 08:38:27,R_133a7sghoFyFL5m,,,,,40.8231,-73.9513,anonymous,EN,1,663a5fd6be8d75132d5c3e73,2,5,100,100,92,0,59,2,4,2,,3,,30,5,,50,,,,Tax Auto-Prepare
2024-08-28 08:33:27,2024-08-28 08:38:29,0,208.95.160.212,100,302,1,2024-08-28 08:38:30,R_63D32LMBxCcKopv,,,,,29.0693,-82.2143,anonymous,EN,1,647003e9da103f564525356f,2,5,90,100,95,80,50,2,4,1,,3,,65,3,,60,,,,Tax Auto-Prepare
2024-08-28 08:35:55,2024-08-28 08:38:30,0,24.145.22.22,100,155,1,2024-08-28 08:38:30,R_3qalNYp7nMTerfQ,,,,,40.3053,-78.954,anonymous,EN,1,66a12db44b0e92c34a80b5c6,2,5,80,70,70,70,70,2,4,2,,3,,54,4,,65,,,,Tax Auto-Prepare
2024-08-28 08:35:52,2024-08-28 08:38:31,0,76.238.170.145,100,158,1,2024-08-28 08:38:31,R_18AjjmzjZ2T2bS7,,,,,39.8291,-86.0859,anonymous,EN,1,6290c65ed46e5dce4f16bb92,2,5,66,100,100,0,0,2,4,1,,1,,39,1,,32,,,,Tax Auto-Prepare
2024-08-28 08:36:12,2024-08-28 08:38:31,0,96.31.209.245,100,139,1,2024-08-28 08:38:32,R_7AeCFEKMUcjOpoZ,,,,,35.0812,-92.4722,anonymous,EN,1,5be2e7e491deed00015adcb0,2,5,51,70,40,60,100,2,4,4,man,3,,60,4,,40,,,,Tax Auto-Prepare
2024-08-28 08:35:55,2024-08-28 08:38:39,0,50.216.129.154,100,163,1,2024-08-28 08:38:39,R_6OvDOD2liCc7RJN,,,,,42.3737,-71.1284,anonymous,EN,1,62c55056993f53f1e8cf8e30,2,5,90,92,28,15,84,2,4,1,,2,,71,5,,55,,,,Tax Auto-Prepare
2024-08-28 08:34:50,2024-08-28 08:38:41,0,100.14.181.98,100,230,1,2024-08-28 08:38:41,R_6E5yLqnOLRq30MF,,,,,40.1215,-75.3269,anonymous,EN,1,643d699899737784c4d5cbcf,2,5,70,60,20,80,60,2,4,2,,1,,63,4,,80,,,,Tax Auto-Prepare
2024-08-28 08:36:08,2024-08-28 08:38:44,0,47.135.60.75,100,155,1,2024-08-28 08:38:44,R_1jP6SAt4fkgcrKx,,,,,35.4875,-81.1755,anonymous,EN,1,664fca79d7262e97169cafc0,2,5,70,95,91,5,15,2,4,1,,3,,45,3,,80,,,,Tax Co-Prepare
2024-08-28 08:36:03,2024-08-28 08:38:45,0,174.228.101.28,100,161,1,2024-08-28 08:38:45,R_6LwkLuWc1Aw8Ji1,,,,,41.85,-87.7165,anonymous,EN,1,665b8f11c2b06ef1aee906f5,2,5,60,60,60,90,90,2,4,2,,3,,60,5,,47,,,,Tax Co-Prepare
2024-08-28 08:35:44,2024-08-28 08:38:45,0,67.9.137.138,100,181,1,2024-08-28 08:38:46,R_5eI1ClEV6BMy4Kd,,,,,27.7889,-82.7192,anonymous,EN,1,57027c1f68c641000e0c8970,2,5,60,80,80,60,60,2,4,2,,3,,46,3,,30,,,,Tax Auto-Prepare
2024-08-28 08:37:33,2024-08-28 08:38:46,0,100.15.83.197,100,72,1,2024-08-28 08:38:46,R_31EWeurir6jcdPI,,,,,39.0462,-77.1195,anonymous,EN,1,6633a447cefc384785ec5e16,2,5,74,58,43,58,58,2,4,1,,2,,29,4,,20,,,,Tax Co-Prepare
2024-08-28 08:36:31,2024-08-28 08:38:48,0,75.168.209.128,100,137,1,2024-08-28 08:38:49,R_5otskqsQiVpXJnP,,,,,45.0123,-93.3447,anonymous,EN,1,66958897614f900eb86ddeed,2,5,81,60,60,80,80,2,4,2,,3,,44,2,,67,,,,Tax Auto-Prepare
2024-08-28 08:34:41,2024-08-28 08:38:58,0,69.206.173.48,100,257,1,2024-08-28 08:38:59,R_1AYjtXMT9Yu6ggv,,,,,40.7428,-73.9712,anonymous,EN,1,6653691608992eba0cff2cbf,2,5,40,93,93,72,20,2,4,1,,3,,54,4,,78,,,,Tax Co-Prepare
2024-08-28 08:37:34,2024-08-28 08:39:02,0,170.63.193.172,100,87,1,2024-08-28 08:39:02,R_5gPPb6bABlUMzqp,,,,,42.312,-71.1081,anonymous,EN,1,5ae11f9709eae20001132c22,2,5,93,26,63,100,96,2,4,1,,3,,38,4,,39,,,,Tax Auto-Prepare
2024-08-28 08:36:08,2024-08-28 08:39:02,0,173.219.37.100,100,173,1,2024-08-28 08:39:02,R_5ZA9F0C4CPDK8ud,,,,,30.6293,-97.6687,anonymous,EN,1,614e2446523bb49af662fb62,2,5,59,77,71,25,65,2,4,1,,3,,30,1,,71,,,,Tax Co-Prepare
2024-08-28 08:36:53,2024-08-28 08:39:06,0,104.218.199.124,100,132,1,2024-08-28 08:39:06,R_506kUkCjVZNJnKx,,,,,33.4475,-112.0866,anonymous,EN,1,668848652769abd34e7b206c,2,5,72,23,74,66,29,1,2,1,,4,,33,4,,35,,,,Tax Co-Prepare
2024-08-28 08:34:22,2024-08-28 08:39:12,0,174.55.49.95,100,289,1,2024-08-28 08:39:12,R_6ajBOaP5kiSxSFP,,,,,40.0691,-76.5606,anonymous,EN,1,6599f1241661eb4a6cf49de0,2,5,66,100,100,4,6,2,4,2,,3,,40,3,,53,,,,Tax Auto-Prepare
2024-08-28 08:36:05,2024-08-28 08:39:13,0,24.7.230.80,100,188,1,2024-08-28 08:39:13,R_53u7D7DcVpC9KM1,,,,,45.0648,-92.8466,anonymous,EN,1,6658e3ee4a24f8bcc46f1f95,2,5,86,87,85,27,28,2,4,2,,3,,56,3,,72,,,,Tax Co-Prepare
2024-08-28 08:37:30,2024-08-28 08:39:13,0,47.190.105.52,100,103,1,2024-08-28 08:39:14,R_3LLlPI0axZ2qlSV,,,,,32.8489,-96.9667,anonymous,EN,1,579fbb4a6f13c2000174aafc,2,5,72,95,95,10,11,2,4,1,,3,,30,4,,33,,,,Tax Co-Prepare
2024-08-28 08:36:59,2024-08-28 08:39:16,0,174.137.11.145,100,136,1,2024-08-28 08:39:16,R_1dmCr8SBEUbrtcw,,,,,33.431,-93.8765,anonymous,EN,1,66338858bd2128bb6e088574,2,5,71,61,62,39,40,2,4,2,,3,,31,3,,30,,,,Tax Co-Prepare
2024-08-28 08:34:59,2024-08-28 08:39:20,0,173.42.121.22,100,261,1,2024-08-28 08:39:21,R_5b9ybQbCNjv81ZT,,,,,35.118,-79.4514,anonymous,EN,1,5c28dd50da51990001e31d86,2,5,38,85,70,25,70,2,4,1,,3,,53,1,,38,,,,Tax Co-Prepare
2024-08-28 08:35:23,2024-08-28 08:39:25,0,173.29.125.253,100,242,1,2024-08-28 08:39:26,R_6VI1Qku2UuTx7uD,,,,,41.6073,-93.5308,anonymous,EN,1,5c4fb1a6172b6c000177799f,2,5,90,70,90,40,70,2,4,2,,3,,41,4,,30,,,,Tax Auto-Prepare
2024-08-28 08:32:33,2024-08-28 08:39:31,0,172.56.192.227,100,417,1,2024-08-28 08:39:32,R_5MMvVOtISlayVpL,,,,,42.2903,-71.0798,anonymous,EN,1,664e9aa96a0f068bf086faa8,2,5,64,68,67,68,57,2,4,2,,1,,46,5,,72,,,,Tax Co-Prepare
2024-08-28 08:36:06,2024-08-28 08:39:32,0,76.175.3.28,100,205,1,2024-08-28 08:39:33,R_576RVycGXMrdgDq,,,,,33.8144,-117.8522,anonymous,EN,1,6695464216431c1f53258e98,2,5,82,19,77,87,6,2,4,1,,4,,39,3,,70,,,,Tax Co-Prepare
2024-08-28 08:35:47,2024-08-28 08:39:36,0,73.8.201.100,100,229,1,2024-08-28 08:39:37,R_3VaRl3ZsvAtfVII,,,,,41.7265,-87.5593,anonymous,EN,1,65c115d2f77b5db9d9300cd3,2,5,92,51,51,84,82,2,4,2,,1,,55,3,,55,,,,Tax Auto-Prepare
2024-08-28 08:37:06,2024-08-28 08:39:41,0,68.101.2.193,100,154,1,2024-08-28 08:39:41,R_7uqrhKFpu3Ixqs9,,,,,30.4132,-87.3138,anonymous,EN,1,66885dd6f1359a003163f0c4,2,5,25,52,51,49,48,2,4,1,,3,,61,4,,55,,,,Tax Auto-Prepare
2024-08-28 08:37:09,2024-08-28 08:39:41,0,141.126.226.26,100,152,1,2024-08-28 08:39:42,R_7rcqnJIcZ1Q8S2t,,,,,41.3319,-73.2367,anonymous,EN,1,6632f377b9297e3cafa7d5e5,2,5,60,100,100,100,30,2,4,1,,3,,50,3,,13,,,,Tax Co-Prepare
2024-08-28 08:37:29,2024-08-28 08:39:42,0,74.193.41.22,100,133,1,2024-08-28 08:39:42,R_5LyJa9oj7Mh57yh,,,,,33.5119,-101.9316,anonymous,EN,1,666df48227fd060cb2314cb9,2,5,73,67,66,77,82,2,4,1,,4,,27,3,,89,,,,Tax Co-Prepare
2024-08-28 08:38:03,2024-08-28 08:39:43,0,104.175.165.234,100,99,1,2024-08-28 08:39:43,R_7G2I31BYD4EuWIy,,,,,34.0138,-118.4405,anonymous,EN,1,66594968a8fca6ea85c9ac19,2,5,85,72,81,23,18,2,4,1,,2,,26,4,,89,,,,Tax Auto-Prepare
2024-08-28 08:29:42,2024-08-28 08:39:43,0,71.217.88.231,100,600,1,2024-08-28 08:39:43,R_6D8ijwsTWMfl6jB,,,,,35.4877,-78.7229,anonymous,EN,1,5ed427e3bcd0c00b58a177c0,2,5,50,70,70,70,70,2,4,1,,1,,27,1,,40,,,,Tax Co-Prepare
2024-08-28 08:34:52,2024-08-28 08:39:45,0,72.184.8.36,100,293,1,2024-08-28 08:39:46,R_1VlTq0hLDgUSOpM,,,,,27.9032,-82.2911,anonymous,EN,1,6681c8be37692ab271e01d76,2,5,80,49,51,52,52,2,4,2,,3,,48,4,,70,,,,Tax Co-Prepare
2024-08-28 08:37:24,2024-08-28 08:39:46,0,172.56.221.78,100,141,1,2024-08-28 08:39:46,R_5gNGd4wb8GJOI8M,,,,,40.0345,-75.1193,anonymous,EN,1,5ed081544e61f3163c036286,2,5,74,27,27,94,94,2,4,2,,3,,26,4,,56,,,,Tax Auto-Prepare
2024-08-28 08:35:32,2024-08-28 08:39:51,0,50.107.124.103,100,258,1,2024-08-28 08:39:51,R_71bJBEPap0FovOs,,,,,42.2755,-84.5982,anonymous,EN,1,63ff7cba3c3e7de3962b2523,2,5,70,10,10,90,90,2,4,1,,3,,37,1,,22,,,,Tax Co-Prepare
2024-08-28 08:38:13,2024-08-28 08:39:53,0,96.95.125.137,100,100,1,2024-08-28 08:39:53,R_1d8KaWPDoaMZmZr,,,,,41.9211,-87.7032,anonymous,EN,1,652d345727df655454e3310c,2,5,40,65,80,60,95,2,4,2,,3,,43,5,,70,,,,Tax Co-Prepare
2024-08-28 08:38:09,2024-08-28 08:39:56,0,68.196.235.66,100,106,1,2024-08-28 08:39:56,R_5LMPgep9I1ztFNT,,,,,41.2182,-73.8911,anonymous,EN,1,5a0a30d90fff620001a6c16d,2,5,57,75,64,53,49,2,4,1,,3,,44,5,,15,,,,Tax Auto-Prepare
2024-08-28 08:37:17,2024-08-28 08:39:58,0,74.66.243.140,100,161,1,2024-08-28 08:39:59,R_53kJefxru562IYK,,,,,40.7579,-73.9332,anonymous,EN,1,58472149000f1000010ebc53,2,5,90,70,70,30,30,2,4,1,,3,,48,4,,40,,,,Tax Auto-Prepare
2024-08-28 08:38:33,2024-08-28 08:40:06,0,72.69.128.86,100,93,1,2024-08-28 08:40:07,R_6pgQ11M0a1qLczD,,,,,40.7252,-73.944,anonymous,EN,1,65614c86be0b8460a11d0b64,2,5,80,90,100,60,0,2,4,1,,3,,31,4,,40,,,,Tax Auto-Prepare
2024-08-28 08:36:58,2024-08-28 08:40:13,0,152.37.253.151,100,194,1,2024-08-28 08:40:13,R_11XWElLiAqGIVyw,,,,,33.4812,-94.0708,anonymous,EN,1,6686eda3f5bea9f320d9376d,2,5,60,88,79,23,24,2,4,1,,3,,42,5,,65,,,,Tax Co-Prepare
2024-08-28 08:38:08,2024-08-28 08:40:15,0,76.106.197.186,100,126,1,2024-08-28 08:40:15,R_6tfBxYNHJ7EqEf2,,,,,30.3007,-81.4421,anonymous,EN,1,5ebdbfe983b374101d24ccaf,2,5,23,100,80,70,20,2,4,1,,1,,28,3,,75,,,,Tax Co-Prepare
2024-08-28 08:37:52,2024-08-28 08:40:18,0,108.11.185.79,100,146,1,2024-08-28 08:40:19,R_5fJzSOwsjmiXpJ9,,,,,36.7323,-76.0363,anonymous,EN,1,663e191d67a00a79108b7536,2,5,60,90,100,9,40,2,4,2,,3,,47,4,,60,,,,Tax Co-Prepare
2024-08-28 08:34:24,2024-08-28 08:40:22,0,67.171.25.179,100,357,1,2024-08-28 08:40:22,R_7Cdy34bBBEqwcxB,,,,,47.6901,-122.3747,anonymous,EN,1,663e596f45fc46faba11e37d,2,5,71,60,63,31,41,2,4,1,,3,,32,4,,68,,,,Tax Auto-Prepare
2024-08-28 08:37:32,2024-08-28 08:40:27,0,68.68.236.149,100,175,1,2024-08-28 08:40:27,R_5mFe6Xx3DkIO3PY,,,,,44.7699,-69.2266,anonymous,EN,1,65e1e047e76804775faf85d7,2,5,80,91,91,10,9,2,4,2,,3,,60,3,,74,,,,Tax Auto-Prepare
2024-08-28 08:37:57,2024-08-28 08:40:33,0,99.72.29.163,100,155,1,2024-08-28 08:40:33,R_1dG4zCrxiZOP1tR,,,,,30.5089,-97.6796,anonymous,EN,1,58578946c41fd90001434680,2,5,90,96,1,9,94,2,4,1,,3,,69,3,,65,,,,Tax Co-Prepare
2024-08-28 08:38:08,2024-08-28 08:40:40,0,71.75.149.132,100,151,1,2024-08-28 08:40:40,R_563ZYO19MvoAFAR,,,,,36.0913,-80.3271,anonymous,EN,1,665c7592b53983b0b6323b03,2,5,92,100,40,81,91,2,4,2,,3,,23,1,,30,,,,Tax Auto-Prepare
2024-08-28 08:36:31,2024-08-28 08:40:42,0,104.245.135.128,100,250,1,2024-08-28 08:40:42,R_6QcnAkSVwdAqko1,,,,,46.6165,-120.7094,anonymous,EN,1,66718efa0b149d540c89a9fa,2,5,70,51,65,50,56,2,4,2,,3,,51,4,,40,,,,Tax Auto-Prepare
2024-08-28 08:37:04,2024-08-28 08:40:42,0,76.38.82.113,100,218,1,2024-08-28 08:40:42,R_3oteqVZUckb1ZzK,,,,,35.9825,-78.5376,anonymous,EN,1,6672df26391cf82fa68a2ea7,2,5,90,100,0,0,100,2,4,2,,3,,69,4,,40,,,,Tax Auto-Prepare
2024-08-28 08:39:09,2024-08-28 08:40:46,0,64.233.233.162,100,97,1,2024-08-28 08:40:46,R_6nacVqkoX3Lkp69,,,,,42.4307,-83.3051,anonymous,EN,1,6543abd612dc7fc77f466814,2,5,90,90,90,10,10,2,4,1,,3,,50,3,,80,,,,Tax Auto-Prepare
2024-08-28 08:39:41,2024-08-28 08:40:46,0,40.142.188.130,100,65,1,2024-08-28 08:40:47,R_1CHqA1Dd8dNcIWt,,,,,40.0732,-82.4017,anonymous,EN,1,669030ce58506574f5d1672b,2,5,82,100,100,100,100,1,4,1,,3,,33,4,,100,,,,Tax Auto-Prepare
2024-08-28 08:38:27,2024-08-28 08:40:49,0,98.188.99.47,100,141,1,2024-08-28 08:40:49,R_3AExCDed5F9cFsJ,,,,,36.0954,-95.9223,anonymous,EN,1,638e84c70418d8a2c0aa372e,2,5,74,77,78,50,51,2,4,2,,3,,67,6,,25,,,,Tax Co-Prepare
2024-08-28 08:38:19,2024-08-28 08:40:51,0,68.34.143.177,100,151,1,2024-08-28 08:40:52,R_1cdXe3JW81LJaE8,,,,,34.804,-87.6164,anonymous,EN,1,5fc8b93dbbf1d3268e5a8517,2,5,65,60,60,75,75,2,4,2,,3,,25,1,,82,,,,Tax Co-Prepare
2024-08-28 08:38:36,2024-08-28 08:40:53,0,73.186.235.53,100,136,1,2024-08-28 08:40:53,R_3GlaS2AWZWRwA8l,,,,,43.5728,-71.4787,anonymous,EN,1,656f6c6d08bb71fb9ccd0c4b,2,5,66,100,90,7,81,2,4,2,,1,,37,4,,81,,,,Tax Co-Prepare
2024-08-28 08:39:19,2024-08-28 08:40:56,0,99.103.41.152,100,96,1,2024-08-28 08:40:56,R_1YKDi6RXlOf0Li9,,,,,41.8508,-87.8791,anonymous,EN,1,61002c88ae47f23265ff57e3,2,5,89,91,87,77,54,2,4,2,,3,,35,4,,70,,,,Tax Auto-Prepare
2024-08-28 08:34:27,2024-08-28 08:40:56,0,212.116.254.178,100,388,1,2024-08-28 08:40:57,R_6iXdLyMdIX6H2DG,,,,,39.0469,-77.4903,anonymous,EN,1,6637fddf5464c05b3db40434,2,5,52,51,51,51,51,1,1,1,,1,,41,3,,51,,,,Tax Co-Prepare
2024-08-28 08:38:41,2024-08-28 08:41:00,0,71.26.132.221,100,139,1,2024-08-28 08:41:01,R_6zHN6Z7cizUAAet,,,,,43.2188,-71.5294,anonymous,EN,1,5fc535c343622e000bc9f3c4,2,5,68,92,40,87,33,2,4,1,,3,,31,3,,29,,,,Tax Co-Prepare
2024-08-28 08:38:23,2024-08-28 08:41:05,0,68.109.96.16,100,161,1,2024-08-28 08:41:05,R_7Xmy0kItuPvtkQj,,,,,30.7617,-86.5883,anonymous,EN,1,65f7ec662fa211731f90c300,2,5,100,90,85,90,85,2,4,1,,3,,31,1,,80,,,,Tax Auto-Prepare
2024-08-28 08:31:35,2024-08-28 08:41:09,0,73.205.0.78,100,573,1,2024-08-28 08:41:09,R_57yF21JK6fB47aV,,,,,26.5355,-80.1098,anonymous,EN,1,59715b4b50e2f000016fe00e,2,5,90,30,30,82,29,2,4,1,,3,,37,4,,51,,,,Tax Auto-Prepare
2024-08-28 08:38:58,2024-08-28 08:41:09,0,173.175.112.253,100,131,1,2024-08-28 08:41:09,R_74LMPzwXoG4fqSd,,,,,29.4873,-98.4532,anonymous,EN,1,66293bae1282ab52f03cffde,2,5,70,60,30,70,71,2,4,1,,3,,49,4,,71,,,,Tax Auto-Prepare
2024-08-28 08:39:28,2024-08-28 08:41:10,0,23.226.93.90,100,102,1,2024-08-28 08:41:11,R_6s5ogugUhJaLHfO,,,,,42.1471,-75.8816,anonymous,EN,1,660b42d7411787277cf4a709,2,5,34,63,65,39,36,2,4,1,,3,,21,3,,56,,,,Tax Co-Prepare
2024-08-28 08:32:30,2024-08-28 08:41:23,0,69.181.11.123,100,532,1,2024-08-28 08:41:23,R_7gw2LbeXQ4xkeeI,,,,,37.6736,-122.0944,anonymous,EN,1,583f12f545073d0001fac52d,2,5,90,30,90,78,30,2,4,1,,3,,36,4,,46,,,,Tax Co-Prepare
2024-08-28 08:39:33,2024-08-28 08:41:24,0,98.110.20.109,100,110,1,2024-08-28 08:41:25,R_6JEJgjCKv6IE8B5,,,,,39.3762,-75.1617,anonymous,EN,1,59c266758e6ea10001f7b6d1,2,5,51,2,0,97,100,2,4,1,,3,,44,3,,83,,,,Tax Auto-Prepare
2024-08-28 08:39:50,2024-08-28 08:41:25,0,70.119.129.216,100,94,1,2024-08-28 08:41:25,R_69bp4XDr55L75Fj,,,,,32.8548,-97.0819,anonymous,EN,1,5eb17aefc2338227ce362731,2,5,69,100,100,0,0,2,4,1,,4,,37,4,,76,,,,Tax Co-Prepare
2024-08-28 08:36:50,2024-08-28 08:41:31,0,68.107.112.117,100,280,1,2024-08-28 08:41:32,R_1oneH9MadpHNNiG,,,,,33.1955,-117.2862,anonymous,EN,1,664770af0e8f4c4cc2b8a6e8,2,5,65,20,60,80,80,2,4,1,,2,,34,4,,75,,,,Tax Co-Prepare
2024-08-28 08:39:10,2024-08-28 08:41:32,0,128.239.137.174,100,142,1,2024-08-28 08:41:33,R_1GeuEOGYMVmO2LK,,,,,37.2731,-76.7279,anonymous,EN,1,592f1db78ad1ae0001937983,2,5,60,85,85,30,30,2,4,1,,3,,46,4,,70,,,,Tax Co-Prepare
2024-08-28 08:39:46,2024-08-28 08:41:33,0,97.77.118.249,100,107,1,2024-08-28 08:41:34,R_5O1ZmGlT69HBXok,,,,,32.9958,-96.7882,anonymous,EN,1,6127b19b0d1f356501d4eb0c,2,5,79,78,79,60,66,2,4,2,,3,,22,4,,66,,,,Tax Co-Prepare
2024-08-28 08:38:39,2024-08-28 08:41:35,0,74.111.161.35,100,175,1,2024-08-28 08:41:35,R_738Dqu1fHDhIRlJ,,,,,40.2692,-80.1611,anonymous,EN,1,5c663cd56fdc87000162e255,2,5,86,70,70,54,54,2,4,1,,3,,26,3,,74,,,,Tax Co-Prepare
2024-08-28 08:38:10,2024-08-28 08:41:35,0,74.141.105.41,100,205,1,2024-08-28 08:41:36,R_1E0d8b2Kv2rSI1R,,,,,41.0923,-81.0437,anonymous,EN,1,6598a38fd35e69cc2a022bb8,2,5,40,76,90,10,10,2,4,1,,3,,34,3,,100,,,,Tax Co-Prepare
2024-08-28 08:39:23,2024-08-28 08:41:36,0,68.41.112.195,100,132,1,2024-08-28 08:41:36,R_3oRdvkKZcOu8Pc7,,,,,41.8993,-84.0402,anonymous,EN,1,661a748cda54bd134ca5cc1a,2,5,51,100,100,7,24,2,4,2,,3,,33,1,,12,,,,Tax Co-Prepare
2024-08-28 08:39:55,2024-08-28 08:41:38,0,99.85.47.64,100,102,1,2024-08-28 08:41:38,R_3jVxkBo19stnYsE,,,,,35.5825,-82.6115,anonymous,EN,1,5d083644613fce001b2a1001,2,5,23,92,91,66,52,2,4,2,,3,,32,4,,13,,,,Tax Auto-Prepare
2024-08-28 08:39:15,2024-08-28 08:41:40,0,66.58.201.243,100,144,1,2024-08-28 08:41:40,R_7h8ftQQ2qnYoJOx,,,,,61.2115,-149.8736,anonymous,EN,1,5c054e8a553fb800011917d7,2,5,80,80,70,40,40,2,4,1,,3,,25,3,,20,,,,Tax Co-Prepare
2024-08-28 08:38:25,2024-08-28 08:41:44,0,75.145.114.85,100,199,1,2024-08-28 08:41:45,R_15scOeWxyeKHF3q,,,,,39.6124,-104.8804,anonymous,EN,1,5ff8b291840bed124061d389,2,5,30,100,100,0,0,2,4,2,,3,,43,4,,30,,,,Tax Co-Prepare
2024-08-28 08:38:25,2024-08-28 08:41:46,0,75.138.174.171,100,200,1,2024-08-28 08:41:47,R_7SOWcbOowaQNEmB,,,,,35.1366,-84.8495,anonymous,EN,1,665553bae9cdf0c596d5a58c,2,5,80,85,85,25,10,2,4,2,,5,,43,4,,55,,,,Tax Auto-Prepare
2024-08-28 08:37:50,2024-08-28 08:41:52,0,64.175.66.38,100,241,1,2024-08-28 08:41:52,R_6pQMU88fvhFPE0R,,,,,32.6357,-96.9505,anonymous,EN,1,655fb05bd8d6122663485f8f,2,5,80,75,66,90,100,2,4,2,,1,,35,4,,60,,,,Tax Auto-Prepare
2024-08-28 08:39:29,2024-08-28 08:41:52,0,104.2.203.60,100,143,1,2024-08-28 08:41:52,R_3HTWiVgXMPPF3aY,,,,,41.4629,-88.2904,anonymous,EN,1,61464fe94ab78bd0f17d0dc0,2,5,92,100,95,27,27,2,4,2,,3,,32,2,,79,,,,Tax Auto-Prepare
